0,45131,OPP KRANJI STN,WOODLANDS RD,
0,46021,BEF W'LANDS IND PK D ST 2,WOODLANDS RD,
0,46031,KRANJI LODGE 1,WOODLANDS RD,
0,46041,OPP GLOBALFOUNDRIES,WOODLANDS RD,
0,46051,BEF BKE,WOODLANDS RD,
0,46101,W'LANDS CHECKPT,WOODLANDS CROSSING,
0,46211,JOHOR BAHRU CHECKPT,JOHOR BAHRU,
0,47711,JB SENTRAL BUS TER,JLN JIM QUEE,
1,47711,JB SENTRAL BUS TER,JLN JIM QUEE,
1,46219,JOHOR BAHRU CHECKPT,JOHOR BAHRU,
1,46109,W'LANDS CHECKPT,WOODLANDS CROSSING,
1,46059,GLOBALFOUNDRIES/AFT BKE,WOODLANDS RD,
1,46049,GLOBALFOUNDRIES,WOODLANDS RD,
1,46039,OPP KRANJI LODGE 1,WOODLANDS RD,
1,46029,AFT W'LANDS IND PK D ST 2,WOODLANDS RD,
1,45139,KRANJI STN,WOODLANDS RD,
