0,53009,BISHAN INT,BISHAN ST 13,
0,66391,LOR CHUAN STN EXIT A,S'GOON AVE 3,
0,66389,S'GOON STN EXIT F,S'GOON AVE 2,
0,62079,AFT BARTLEY STN EXIT B,BARTLEY RD,
0,70289,AFT TAI SENG STN EXIT C,UPP PAYA LEBAR RD,
0,70259,MACPHERSON STN EXIT B,PAYA LEBAR RD,
0,81111,PAYA LEBAR STN EXIT B,PAYA LEBAR RD,
0,81189,DAKOTA STN EXIT B/BLK 60,OLD AIRPORT RD,
0,81179,BLK 22,OLD AIRPORT RD,
0,80199,STADIUM STN,STADIUM CRES,
0,80169,NICOLL HIGHWAY STN,NICOLL HIGHWAY,
0,02161,AFT PROMENADE STN EXIT C,TEMASEK AVE,
1,02161,AFT PROMENADE STN EXIT C,TEMASEK AVE,
1,80161,OPP NICOLL HIGHWAY STN,NICOLL HIGHWAY,
1,80191,OPP S'PORE INDOOR STADIUM,STADIUM WALK,
1,81171,BLK 39,OLD AIRPORT RD,
1,81181,DAKOTA STN EXIT A/BLK 99,OLD AIRPORT RD,
1,81129,PAYA LEBAR STN EXIT D,PAYA LEBAR RD,
1,70251,MACPHERSON STN EXIT C,PAYA LEBAR RD,
1,70281,AFT TAI SENG STN,UPP PAYA LEBAR RD,
1,62071,BARTLEY STN EXIT A,BARTLEY RD,
1,66381,OPP S'GOON STN EXIT F,S'GOON AVE 2,
1,66399,OPP LOR CHUAN STN EXIT B,S'GOON AVE 3,
1,53009,BISHAN INT,BISHAN ST 13,
